text,emotion,emotion_code,processed_text
...Oh God.,fear,3,. . . Oh God .
What the hell is this?!,surprise,4,What the hell is this ? !
We’re trying to think!,anger,2,We are trying to think !
Go and tell Rachel right now before Ross finds out.,sadness,1,Go and tell Rachel right now before Ross finds out .
"I mean, what am I gonna do without you?",sadness,1,"I mean , what am I gonna do without you ?"
"I go see my doctor tomorrow, I’ll ask her about this.",neutral,6,"I go see my doctor tomorrow , I’ll ask her about this ."
"Okay, here goes.",fear,3,"Okay , here goes ."
Nooo..,disgust,5,Nooo . .
"Oh no-no-no, give me some specifics.",anger,2,"Oh no-no-no , give me some specifics ."
"Yeah, wow, sorry Rach.",sadness,1,"Yeah , wow , sorry Rach ."
"No, you didn't. The only thing that freaked me out was you saying that nothing could ever happen between us.",sadness,1,"No , you didn't . The only thing that freaked me out was you saying that nothing could ever happen between us ."
"Oh God… Oh, he’s in there right now?",surprise,4,"Oh God… Oh , he’s in there right now ?"
Ugh!,disgust,5,Ugh !
"No I’m serious, we should tell each other",neutral,6,"No I am serious , we should tell each other"
So I guess what I'm trying to say is that I'm very thankful that all of your Thanksgivings sucked.,happiness,0,So I guess what I am trying to say is that I am very thankful that all of your Thanksgivings sucked .
"Oh, are you sure you're ok?",sadness,1,"Oh , are you sure you are ok ?"
I could be Chandler’s new roommate.,surprise,4,I could be Chandler’s new roommate .
Yes you did! What was it?,surprise,4,Yes you did ! What was it ?
Ten. Okay. Now Tag there’s such a thing as too many women.,neutral,6,Ten . Okay . Now Tag there’s such a thing as too many women .
What the hell!,surprise,4,What the hell !
"Oh, I’m so sorry.",sadness,1,"Oh , I am so sorry ."
So what are you gonna do?,surprise,4,So what are you gonna do ?
"All right, look, if you insist on wearing that, in public, y’know, you’re gonna spend the rest of the afternoon all by yourself.",disgust,5,"All right , look , if you insist on wearing that , in public , you know , you are gonna spend the rest of the afternoon all by yourself ."
Oh my God! You do a great Chandler!,surprise,4,Oh my God ! You do a great Chandler !
We are bad people.,disgust,5,We are bad people .
Oh my God Stu! I-I can’t believe you did this! Now are you absolutely sure she’s a hooker?,disgust,5,Oh my God Stu ! I-I cannot believe you did this ! Now are you absolutely sure she’s a hooker ?
"Can we please focus here, a naked man’s life hangs in the balance!",fear,3,"Can we please focus here , a naked man’s life hangs in the balance !"
"My grandmother has this new boyfriend, and they're both kind of insecure in bed.",disgust,5,"My grandmother has this new boyfriend , and they are both kind of insecure in bed ."
"Come on, you know, Thanksgiving. Ooh, you got the bigger half. What'd you wish for?",happiness,0,"Come on , you know , Thanksgiving . Ooh , you got the bigger half . What'd you wish for ?"
Will the stable boy never get the princess??,sadness,1,Will the stable boy never get the princess ? ?
Oh! Oh!,disgust,5,Oh ! Oh !
"Well, then it’s not on the wall yet.",neutral,6,"Well , then it is not on the wall yet ."
"Oh, Nancy Thompson from Phoebe’s old massage place is getting fired.",neutral,6,"Oh , Nancy Thompson from Phoebe’s old massage place is getting fired ."
"Well, what-what ‘cha got there?",happiness,0,"Well , what-what ‘cha got there ?"
"Ah, no-no-no just Ross. Ross and Joey is embarrassing enough.",disgust,5,"Ah , no-no-no just Ross . Ross and Joey is embarrassing enough ."
"Excuse me. Hi, I’m a professor here. Do you know the Paleontology section, fifth floor, stack 437?",neutral,6,"Excuse me . Hi , I am a professor here . Do you know the Paleontology section , fifth floor , stack 437 ?"
I officially give up.,disgust,5,I officially give up .
Ooh! Ah! Okay!,fear,3,Ooh ! Ah ! Okay !
Jeffrey,neutral,6,Jeffrey
Nobody sees the king!,anger,2,Nobody sees the king !
"That is a, that is a second date, that’s what that is!",sadness,1,"That is a , that is a second date , that’s what that is !"
Is it a good sign that they asked us to hang around after the audition?,surprise,4,Is it a good sign that they asked us to hang around after the audition ?
What've you been up to?,neutral,6,What've you been up to ?
We’re not gonna do that.,disgust,5,We are not gonna do that .
"No-no, let me in!",anger,2,"No-no , let me in !"
"Oh wait, Joey, you can’t go like that! You stink!",disgust,5,"Oh wait , Joey , you cannot go like that ! You stink !"
"No, Rachel doesn’t want me to....",anger,2,"No , Rachel doesn’t want me to . . . ."
Oh wait! That can't be the one Rachel's talking about. She didn't even know that happened. So which one was it?,neutral,6,Oh wait ! That can't be the one Rachel's talking about . She didn't even know that happened . So which one was it ?
Why did I have to start working out again?  Damn you 15s!,anger,2,Why did I have to start working out again ? Damn you 15s !
"Yeah but, Mischa is so interested in you, that Sergei and I haven’t been able to say two words to each other.",anger,2,"Yeah but , Mischa is so interested in you , that Sergei and I haven’t been able to say two words to each other ."
"Well, I told you not to walk. Here.  There. Okay.",anger,2,"Well , I told you not to walk . Here . There . Okay ."
She didn't hang up either...,happiness,0,She didn't hang up either . . .
"Please, I'm not going for anything.",disgust,5,"Please , I am not going for anything ."
What do we got there?,surprise,4,What do we got there ?
"Okay. Okay, here’s a good one of us.",happiness,0,"Okay . Okay , here’s a good one of us ."
"All right, I'm outta here!",anger,2,"All right , I am outta here !"
"Elizabeth, thank God! I was just thinking about",happiness,0,"Elizabeth , thank God ! I was just thinking about"
And I loved being Fun Aunt Rachel but I’ll go back to being Boring and Uncomfortable Aunt Rachel if that’s what you want!,anger,2,And I loved being Fun Aunt Rachel but I’ll go back to being Boring and Uncomfortable Aunt Rachel if that’s what you want !
"Okay, maybe ask this guy.",neutral,6,"Okay , maybe ask this guy ."
Oh no! No! No!,surprise,4,Oh no ! No ! No !
Relax. Here hold this . This old stuff just comes right off.,neutral,6,Relax . Here hold this . This old stuff just comes right off .
A four and a nine.,neutral,6,A four and a nine .
"Yeah, I guess it is.",sadness,1,"Yeah , I guess it is ."
How can you let him talk to your crotch like that?,surprise,4,How can you let him talk to your crotch like that ?
"I just wanted to let you know I've changed my mind: I'm gonna    do it, I'm gonna kiss Joey.",anger,2,"I just wanted to let you know I've changed my mind : I am gonna do it , I am gonna kiss Joey ."
"Oh, really.",surprise,4,"Oh , really ."
Relax. You're only at nine centimeters. And the baby's at zero station.,neutral,6,Relax . You are only at nine centimeters . And the baby's at zero station .
Is this about me taking your watch?,sadness,1,Is this about me taking your watch ?
"Yeah, it's a real shame you can't make it to that one-woman    show tonight.",sadness,1,"Yeah , it is a real shame you can't make it to that one-woman show tonight ."
"Yeah, all of us! All day!",happiness,0,"Yeah , all of us ! All day !"
"Great. I’ll ah, see ya then.",happiness,0,"Great . I’ll ah , see ya then ."
Oh God...,fear,3,Oh God . . .
"Yeah! Okay, this one is a mushroom cap.  Umm, this one is made of bologna.",happiness,0,"Yeah ! Okay , this one is a mushroom cap . Umm , this one is made of bologna ."
"No, no!",disgust,5,"No , no !"
Oh my God! You’re pregnant!,surprise,4,Oh my God ! You are pregnant !
What do you like better action or comedy?,neutral,6,What do you like better action or comedy ?
"I’m sorry, who are you?",surprise,4,"I am sorry , who are you ?"
"I-I hurt three huge men, I gave a guy a bloody nose—I mean I-I’m not proud of it but, I really am.",anger,2,"I-I hurt three huge men , I gave a guy a bloody nose—I mean I-I am not proud of it but , I really am ."
What are you doing? We're going to a hospital.,surprise,4,What are you doing ? We're going to a hospital .
"No, no, you can’t, you can’t, okay, you can’t, you can’t buy her pearls, you just can’t, you can’t, you can’t.",fear,3,"No , no , you cannot , you cannot , okay , you cannot , you cannot buy her pearls , you just cannot , you cannot , you cannot ."
Canceled?!,surprise,4,Canceled ? !
Oh no-no-no! Stay! Stay! Because you-you should you-you-you should stay!,fear,3,Oh no-no-no ! Stay ! Stay ! Because you-you should you-you-you should stay !
"Yeah, well, now you're kinda not.",disgust,5,"Yeah , well , now you are kinda not ."
Yes you did! What was it?,surprise,4,Yes you did ! What was it ?
"Okay no way, you cannot use that to get the cute guy and the last blueberry muffin.",sadness,1,"Okay no way , you cannot use that to get the cute guy and the last blueberry muffin ."
A week?,anger,2,A week ?
Can I get some ice here?!,sadness,1,Can I get some ice here ? !
Okay-okay!,anger,2,Okay-okay !
"No Phoebe, don’t look! You don’t want to see what’s under there!!",fear,3,"No Phoebe , do not look ! You do not want to see what’s under there ! !"
Mia Hamm!,happiness,0,Mia Hamm !
"Oh, just some pictures I made and hung up. I thought they’d brighten up the place. They do don’t you think?",happiness,0,"Oh , just some pictures I made and hung up . I thought they’d brighten up the place . They do do not you think ?"
But I have to tell him how I feel!,sadness,1,But I have to tell him how I feel !
"Hey, it's not the first time I lost a girl to a cowboy spraying cologne.  Bijan for men?  Bijan for men?!",sadness,1,"Hey , it is not the first time I lost a girl to a cowboy spraying cologne . Bijan for men ? Bijan for men ? !"
"I know! Although, you did tell an awful lot of jokes.",anger,2,"I know ! Although , you did tell an awful lot of jokes ."
"Okay, Ben, I won’t tell your daddy that you had ice cream for dinner, if you don’t tell about our little bonking incident.",fear,3,"Okay , Ben , I will not tell your daddy that you had ice cream for dinner , if you do not tell about our little bonking incident ."
"Okay, a little higher.",neutral,6,"Okay , a little higher ."
"Oh, yay!",happiness,0,"Oh , yay !"
But Ben is coming over tonight and he can’t see this.,fear,3,But Ben is coming over tonight and he cannot see this .
"I-I really do, I like you a lot.",fear,3,"I-I really do , I like you a lot ."
Uhh… I think I just got engaged.,fear,3,Uhh… I think I just got engaged .
Ugly Naked Guy's laying kitchen tile. Eww!,disgust,5,Ugly Naked Guy's laying kitchen tile . Eww !
Is not.,anger,2,Is not .
"Dude, if you go back out there, you’re gonna be Dead Ross!",anger,2,"Dude , if you go back out there , you are gonna be Dead Ross !"
"This is crazy! I mean, it's such a stupid argument. I don't even wanna see Richard again.",sadness,1,"This is crazy ! I mean , it is such a stupid argument . I do not even wanna see Richard again ."
Is it the Italian guy?,neutral,6,Is it the Italian guy ?
"Umm, but I think if you give me umm, one chance I can, I can change your mind.",fear,3,"Umm , but I think if you give me umm , one chance I can , I can change your mind ."
"Oh sure, every Sunday night I'm telling myself I'm quitting but every Monday morning it's like",disgust,5,"Oh sure , every Sunday night I am telling myself I am quitting but every Monday morning it is like"
