text,emotion,emotion_code,sub_emotion,processed_text
You will be on the path of reconciliation with yourself.,happiness,0,optimism,You will be on the path of reconciliation with yourself .
I didn't understand.,surprise,4,confusion,I didn't understand .
It will allow you to move forward.,happiness,0,optimism,It will allow you to move forward .
Let go of this banana.,surprise,4,confusion,Let go of this banana .
Non.,neutral,6,neutral,Non .
You can see that we don't talk to each other.,sadness,1,disappointment,You can see that we do not talk to each other .
"Yeah, that is in fact.",neutral,6,neutral,"Yeah , that is in fact ."
ST '501 subtitling,neutral,6,neutral,ST '501 subtitling
"So I have bracelets to give you, in any case to some and some in this",neutral,6,neutral,"So I have bracelets to give you , in any case to some and some in this"
game.,neutral,6,neutral,game .
"So clearly, I take away all suspense if there will be no black bracelet.",happiness,0,amusement,"So clearly , I take away all suspense if there will be no black bracelet ."
Here is the first.,neutral,6,neutral,Here is the first .
Who thinks deserves a bracelet?,surprise,4,curiosity,Who thinks deserves a bracelet ?
I deserved amply.,happiness,0,pride,I deserved amply .
And bim! I had my bracelet.,happiness,0,excitement,And bim ! I had my bracelet .
I'm too happy.,happiness,0,joy,I am too happy .
"This bracelet is grapal and I am so happy and I think that for once, yes,",happiness,0,joy,"This bracelet is grapal and I am so happy and I think that for once , yes ,"
I deserved it.,happiness,0,pride,I deserved it .
Does that do you good?,surprise,4,curiosity,Does that do you good ?
It did me a lot of good.,happiness,0,relief,It did me a lot of good .
I needed to empty everything I had inside me to start again,happiness,0,relief,I needed to empty everything I had inside me to start again
The field.,neutral,6,neutral,The field .
I am very happy to have received it.,happiness,0,joy,I am very happy to have received it .
I am very happy to have received it.,happiness,0,joy,I am very happy to have received it .
I am very happy to have received it.,happiness,0,joy,I am very happy to have received it .
I am very happy to have received it.,happiness,0,joy,I am very happy to have received it .
I am very happy to have received it.,happiness,0,joy,I am very happy to have received it .
I am very happy to have received it.,happiness,0,joy,I am very happy to have received it .
And I understood that I had the right to be happy.,neutral,6,realization,And I understood that I had the right to be happy .
There are a thousand ways to say things Antoine.,neutral,6,neutral,There are a thousand ways to say things Antoine .
more spoken than your words.,neutral,6,realization,more spoken than your words .
"Yes, it's true.",neutral,6,neutral,"Yes , it is true ."
I realized that ...,neutral,6,realization,I realized that . . .
I'm just saying it right now.,fear,3,nervousness,I am just saying it right now .
Say it again.,neutral,6,neutral,Say it again .
That I love him.,happiness,0,love,That I love him .
That I am really in love with him.,happiness,0,love,That I am really in love with him .
I can't say anything.,fear,3,nervousness,I can't say anything .
I can only be proud of her proud of us.,happiness,0,pride,I can only be proud of her proud of us .
It is now obvious.,neutral,6,realization,It is now obvious .
He told me it can only work when you love each other.,neutral,6,realization,He told me it can only work when you love each other .
Théo?,surprise,4,curiosity,Théo ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
Oui ?,neutral,6,neutral,Oui ?
I think it was you who found the answer.,neutral,6,realization,I think it was you who found the answer .
On several inclusive sites.,neutral,6,neutral,On several inclusive sites .
In the aspect of out of music.,neutral,6,neutral,In the aspect of out of music .
I went there by surprise.,surprise,4,surprise,I went there by surprise .
"of his revelations in the head,",surprise,4,curiosity,"of his revelations in the head ,"
I came to see Théo.,neutral,6,neutral,I came to see Théo .
"I already tell you,",neutral,6,neutral,"I already tell you ,"
But I say it in front of everyone.,happiness,0,pride,But I say it in front of everyone .
So it makes me very happy to have it.,happiness,0,joy,So it makes me very happy to have it .
"You made a request to me, Théo.",neutral,6,neutral,"You made a request to me , Théo ."
You said to me ...,neutral,6,neutral,You said to me . . .
I had a flash for Cassandra.,neutral,6,realization,I had a flash for Cassandra .
that she returns to the adventure,happiness,0,optimism,that she returns to the adventure
"As my broken cheese,",surprise,4,confusion,"As my broken cheese ,"
My comrades.,neutral,6,neutral,My comrades .
Call it as you want.,neutral,6,neutral,Call it as you want .
And I am pleased to tell you that she said yes,happiness,0,joy,And I am pleased to tell you that she said yes
And that she will return to the adventure by your side.,happiness,0,excitement,And that she will return to the adventure by your side .
"I'm not telling you when, I leave you in the suspense.",surprise,4,curiosity,"I am not telling you when , I leave you in the suspense ."
No impatience.,neutral,6,neutral,No impatience .
It is true that it is a long journey.,neutral,6,neutral,It is true that it is a long journey .
I tell myself that there is still something.,surprise,4,curiosity,I tell myself that there is still something .
I think I like him anyway,neutral,6,realization,I think I like him anyway
And that she wants to take the trouble to discover me.,surprise,4,curiosity,And that she wants to take the trouble to discover me .
So it makes me happy.,happiness,0,joy,So it makes me happy .
"Who, I think, starts from afar.",surprise,4,curiosity,"Who , I think , starts from afar ."
Lalou is you I'm talking about.,neutral,6,neutral,Lalou is you I am talking about .
"When you entered the adventure,",neutral,6,neutral,"When you entered the adventure ,"
I said to myself ...,neutral,6,realization,I said to myself . . .
"It's not going to do it, it's not going to take.",sadness,1,disappointment,"It is not going to do it , it is not going to take ."
Bad feeling on my part.,anger,2,annoyance,Bad feeling on my part .
There was this hypnosis sequence with Alex.,neutral,6,neutral,There was this hypnosis sequence with Alex .
"I think if, at that time, I was questioned,",surprise,4,confusion,"I think if , at that time , I was questioned ,"
I wouldn't have had the words either.,surprise,4,confusion,I wouldn't have had the words either .
"But tonight, I have them.",neutral,6,realization,"But tonight , I have them ."
"For the moment, which I manage to move forward in my problem.",happiness,0,optimism,"For the moment , which I manage to move forward in my problem ."
"My dear Manon, welcome.",neutral,6,neutral,"My dear Manon , welcome ."
Is your seduction approach real?,surprise,4,curiosity,Is your seduction approach real ?
With ... that was with Lalou?,surprise,4,curiosity,With . . . that was with Lalou ?
For example.,neutral,6,neutral,For example .
"Or in general, moreover.",neutral,6,neutral,"Or in general , moreover ."
Of course.,neutral,6,neutral,Of course .
"Afterwards, we still didn't know each other enough.",neutral,6,neutral,"Afterwards , we still didn't know each other enough ."
What happened.,neutral,6,neutral,What happened .
He met Clarisse.,neutral,6,neutral,He met Clarisse .
What is it very good for him?,surprise,4,curiosity,What is it very good for him ?
Hashtag fought.,anger,2,annoyance,Hashtag fought .
"In fact, it's no longer pride.",neutral,6,realization,"In fact , it is no longer pride ."
It's the ego.,neutral,6,realization,It is the ego .
Voilà.,neutral,6,neutral,Voilà .
"In fact, when I arrive in the adventure,",neutral,6,neutral,"In fact , when I arrive in the adventure ,"
He puts himself on me.,anger,2,annoyance,He puts himself on me .
"In the evening, we both rediscuous, in fact,",neutral,6,neutral,"In the evening , we both rediscuous , in fact ,"
"So that he can have a discussion with Clarisse,",neutral,6,neutral,"So that he can have a discussion with Clarisse ,"
To clarify things.,neutral,6,neutral,To clarify things .
Oui.,neutral,6,neutral,Oui .
"In the end, I learn that she is sleeping there in the night.",surprise,4,surprise,"In the end , I learn that she is sleeping there in the night ."
"And in fact, he didn't tell me anything.",sadness,1,disappointment,"And in fact , he didn't tell me anything ."
That's what I hate.,anger,2,anger,That's what I hate .
Lie.,disgust,5,disgust,Lie .
Just that.,neutral,6,neutral,Just that .
That's it.,neutral,6,neutral,That's it .
It moves you.,neutral,6,realization,It moves you .
It annoys me.,anger,2,annoyance,It annoys me .
"No, but you know why it annoys me?",anger,2,annoyance,"No , but you know why it annoys me ?"
I was led all my life.,sadness,1,sadness,I was led all my life .
I was led all my life.,sadness,1,sadness,I was led all my life .
Where do we take this emotion?,surprise,4,confusion,Where do we take this emotion ?
It's not even jealousy.,neutral,6,realization,It is not even jealousy .
I hate lying.,anger,2,anger,I hate lying .
It is a disappointment.,sadness,1,disappointment,It is a disappointment .
I suffered a lot in my past because of that.,sadness,1,sadness,I suffered a lot in my past because of that .
"And I tell myself how, today,",neutral,6,realization,"And I tell myself how , today ,"
